year,month,season,date,river,site,month-site,category,name,latin name,biomass,amount,total_biomass,total_biomass_mgL,density_individualL
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,1,0.5,0.0091,181.8
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,5,0.4,0.0073,909.1
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Euglena,绿裸藻,Euglena viridis Ehr,0.04,40,1.6,0.0291,7272.7
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,28,0.028,0.0005,5090.9
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,卵形隐藻,Cryptomonas ovata Ehr,0.02,20,0.4,0.0073,3636.4
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,14,0.28,0.0051,2545.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,变异直链藻,Melosira varians Ag.,0.006,7,0.042,0.0006,954.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,1,0.06,0.0008,136.4
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,2,0.016,0.0002,272.7
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,扁圆卵形藻,Cocconeis placentula (Ehr.)  Hust.,0.005,1,0.005,0.0001,136.4
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cyanobacteria,卷曲鱼腥藻,Anabaena circinalis Rabenh.,0.0015,22,0.033,0.0005,3000
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,2,0.08,0.0011,272.7
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,1,0.0005,0,136.4
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,2,0.0004,0,272.7
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Euglena,绿裸藻,Euglena viridis Ehr,0.04,3,0.12,0.0016,409.1
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,卵形隐藻,Cryptomonas ovata Ehr,0.02,1,0.02,0.0003,136.4
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,3,0.06,0.0008,409.1
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,2,0.002,0,272.7
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,10,0.08,0.0036,4545.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,扁圆卵形藻,Cocconeis placentula (Ehr.)  Hust.,0.005,1,0.005,0.0002,454.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,变异直链藻,Melosira varians Ag.,0.006,6,0.036,0.0016,2727.3
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,广缘小环藻,Cyclotella bodonica Eulenst.,0.007,1,0.007,0.0003,454.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,1,0.015,0.0007,454.5
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Diatoms,线形菱形藻,Nitzschia linearis W. Smith,0.01,2,0.02,0.0009,909.1
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,2,0.0004,0,909.1
2021,Sept,summer,3/09/2021,PX,PX5,9-PX-5,Euglena,绿裸藻,Euglena viridis Ehr,0.04,2,0.08,0.0036,909.1
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,11,0.088,0.0016,2000
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,广缘小环藻,Cyclotella bodonica Eulenst.,0.007,1,0.007,0.0001,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,1,0.015,0.0003,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,9,0.54,0.0098,1636.4
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,美丽星杆藻,Asterionella formosa,0.01,3,0.03,0.0005,545.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,7,0.07,0.0013,1272.7
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,3,0.0051,0.0001,545.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,3,0.00009,0,545.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,卷曲鱼腥藻,Anabaena circinalis Rabenh.,0.0015,15,0.0225,0.0004,2727.3
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,15,0.03,0.0005,2727.3
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,27,0.0054,0.0001,4909.1
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,28,1.12,0.0204,5090.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,3,0.0015,0,545.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,四角十字藻,Crucigenia puadrata Morren,0.001,4,0.004,0.0001,727.3
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,10,0.1,0.0018,1818.2
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,1,0.002,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,3,1.5,0.0273,545.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,1,0.08,0.0015,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,Cryptophyta,,,,,0,0
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,30,0.6,0.0109,5454.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,32,0.032,0.0006,5818.2
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Euglena,绿裸藻,Euglena viridis Ehr,0.04,11,0.44,0.008,2000
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,9,0.072,0.0007,818.2
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,3,0.18,0.0016,272.7
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,广缘小环藻,Cyclotella bodonica Eulenst.,0.007,1,0.007,0.0001,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,线形菱形藻,Nitzschia linearis W. Smith,0.01,1,0.01,0.0001,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,钝脆杆藻,Fragilaria capucina Desm.,0.01,1,0.01,0.0001,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,普通念珠藻,Nostoc communes vauch.,0.02,23,0.46,0.0042,2090.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,5,0.001,0,454.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,1,0.04,0.0004,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,湖生四胞藻,Tetraspora lacustris Emm,0.00075,2,0.0015,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,4,0.002,0,363.6
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,华美十字藻,Crucigenia lauterbornei chm,0.001,1,0.001,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Dinophyta,飞燕角甲藻,Ceratium hirundinella (Müll.) Schr.,0.5,1,0.5,0.0045,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,9,0.009,0.0001,818.2
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,7,0.14,0.0013,636.4
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Euglena,绿裸藻,Euglena viridis Ehr,0.04,7,0.28,0.0025,636.4
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Euglena,矩圆囊裸藻,Trachelomonas oblonga Lemm.,0.06,1,0.06,0.0005,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,5,0.3,0.0027,454.5
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,3,0.0051,0,272.7
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,1,0.002,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,10,0.08,0.0007,909.1
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,美丽星杆藻,Asterionella formosa,0.01,1,0.01,0.0001,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Diatoms,变异直链藻,Melosira varians Ag.,0.006,12,0.072,0.0007,1090.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,普通念珠藻,Nostoc communes vauch.,0.02,33,0.66,0.006,3000
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,34,0.068,0.0006,3090.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,水华微囊藻,Microcystis flos-aquae (Wittr.) Kirchn. ,0.0005,1,0.0005,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,1,0.00003,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cyanobacteria,水华束丝藻,Aphanizomenon flos-aquae （L） Ralfs,0.02,14,0.28,0.0025,1272.7
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,1,0.01,0.0001,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,1,0.0005,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,2,0.006,0.0001,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,爪哇栅藻,Scenedesmus javaensis Chodat,0.0005,1,0.0005,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,1,0.002,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,2,0.0004,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,小新月藻,Closterium venus Kutz,0.08,1,0.08,0.0007,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,1,0.0005,0,90.9
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,2,0.001,0,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,2,0.16,0.0015,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,7,0.007,0.0001,636.4
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,2,0.04,0.0004,181.8
2021,Sept,summer,3/09/2021,PX,PX6,9-PX-6,Euglena,绿裸藻,Euglena viridis Ehr,0.04,3,0.12,0.0011,272.7
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,14,0.84,0.0153,2545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,3,0.0051,0.0001,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,双头舟形藻,Navicula dicephala Ehr. ,0.015,1,0.015,0.0003,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,四角十字藻,Crucigenia puadrata Morren,0.001,3,0.003,0.0001,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,7,0.056,0.001,1272.7
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,瞳孔舟形藻,Navicula pupula Kütz.,0.02,1,0.02,0.0004,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,美丽星杆藻,Asterionella formosa,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,小型色球藻,Chroococcus minor （Kutz） Nag,0.00074,2,0.00148,0,363.6
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,细小平裂藻,Merismopedia minima G. Beck,0.00003,5,0.00015,0,909.1
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,58,0.116,0.0021,10545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,镰形纤维藻,Ankistrodesmus falcatus(Corda) Ralfs,0.002,9,0.018,0.0003,1636.4
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,2,0.001,0,363.6
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,21,0.0042,0.0001,3818.2
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,12,0.006,0.0001,2181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,54,1.08,0.0196,9818.2
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Euglena,芒刺囊裸藻,Trachelomonas spinulosa (Skv.) Defl.,0.06,1,0.06,0.0011,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Euglena,绿裸藻,Euglena viridis Ehr,0.04,12,0.48,0.0087,2181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,短小辐节藻,Stauroneis kriegeri Patrick,0.0017,2,0.0034,0.0001,363.6
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,3,0.18,0.0033,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,美丽星杆藻,Asterionella formosa,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,卷曲鱼腥藻,Anabaena circinalis Rabenh.,0.0015,22,0.033,0.0006,4000
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Dinophyta,坎宁顿拟多甲藻,Peridinium cunningtonnii,0.08,1,0.08,0.0015,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,8,0.0016,0,1454.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,3,0.0015,0,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,湖生四胞藻,Tetraspora lacustris Emm,0.00075,1,0.00075,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,2,0.001,0,363.6
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,19,0.38,0.0069,3454.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Euglena,绿裸藻,Euglena viridis Ehr,0.04,3,0.12,0.0022,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,30,0.24,0.0044,5454.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,美丽星杆藻,Asterionella formosa,0.01,3,0.03,0.0005,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,1,0.0017,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,短小辐节藻,Stauroneis kriegeri Patrick,0.0017,1,0.0017,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,3,0.18,0.0033,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,卷曲鱼腥藻,Anabaena circinalis Rabenh.,0.0015,14,0.021,0.0004,2545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,小席藻,Phormidium tenue （Menegh）Gom,0.002,24,0.048,0.0009,4363.6
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cyanobacteria,小颤藻,Oscillatoria tenuis Ag,0.01,1,0.01,0.0002,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小空星藻,Coelastrum microporum Nägeli,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,3,0.0015,0,545.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,10,0.002,0,1818.2
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,1,0.0005,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,1,0.001,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Chlorophyta,湖生四胞藻,Tetraspora lacustris Emm,0.00075,1,0.00075,0,181.8
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cryptophyta,尖尾蓝隐藻,Chroomonas acuta Uterm,0.001,8,0.008,0.0001,1454.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,41,0.82,0.0149,7454.5
2021,Sept,summer,3/09/2021,PX,PX7,9-PX-7,Euglena,绿裸藻,Euglena viridis Ehr,0.04,8,0.32,0.0058,1454.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,2,0.004,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,美丽星杆藻,Asterionella formosa,0.01,3,0.03,0.0005,545.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,双头辐节藻,Stauroneis anceps （Ehr）,0.0017,5,0.0085,0.0002,909.1
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,38,0.304,0.0055,6909.1
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,最小舟形藻,Navicula minima Grun.,0.015,1,0.015,0.0003,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,小环藻,Cyclotella,0.003,1,0.003,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,颗粒直链藻,Melosira granulata,0.007,1,0.007,0.0001,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,6,0.36,0.0065,1090.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cyanobacteria,小型色球藻,Chroococcus minor （Kutz） Nag,0.00074,3,0.00222,0,545.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,9,0.0018,0,1636.4
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,集星藻,Actinastrum hantzschii Lag,0.001,3,0.003,0.0001,545.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,四角十字藻,Crucigenia puadrata Morren,0.001,2,0.002,0,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,四尾栅藻,Scenedesmus quadricauda （Turp）Bréb ,0.0005,1,0.0005,0,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,二形栅藻,Scenedesmus dimorphus,0.0005,3,0.0015,0,545.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,单角盘星藻,Pediastrum simplex (Mey.) Lemm.,0.002,2,0.004,0.0001,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,8,0.004,0.0001,1454.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,实球藻,Pandorina morum (Müll.) Bory.,0.04,1,0.04,0.0007,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cryptophyta,啮蚀隐藻,Cryptomonas erosa Ehr.,0.02,30,0.6,0.0109,5454.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Euglena,绿裸藻,Euglena viridis Ehr,0.04,8,0.32,0.0058,1454.5
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,小环藻,Cyclotella,0.003,1,0.003,0,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,梅尼小环藻,Cyclotella meneghiniana Kütz.,0.002,3,0.006,0.0001,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,尖针杆藻,Synedra acus Kützing,0.06,2,0.12,0.0011,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,尖布纹藻,Gyrosigma acuminatum (Kütz.) Rabenhorst,0.05,1,0.05,0.0005,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,颗粒直链藻最窄变种,Melosira granulata var. angustissima O.F.Müll.,0.008,3,0.024,0.0002,272.7
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Diatoms,最小舟形藻,Navicula minima Grun.,0.015,1,0.015,0.0001,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cyanobacteria,小颤藻,Oscillatoria tenuis Ag,0.01,1,0.01,0.0001,90.9
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Cyanobacteria,小型色球藻,Chroococcus minor （Kutz） Nag,0.00074,4,0.00296,0,363.6
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,小球藻,Chlorella vulgaris Beij.,0.0002,8,0.0016,0,727.3
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,简单衣藻,Chlamydomonas simplex Pasch.,0.01,2,0.02,0.0002,181.8
2021,Sept,summer,4/09/2021,MD,MD1,9-MD-1,Chlorophyta,双对栅藻,Scenedesmus bijuga（Turp）Lag,0.0005,2,0.001,0,181.8
